36,117,108,57,26,133,16,41,92,2,11,5,26,37,16,43,24,37,52,8,12,65,928
37,2,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
38,2,2,0,1,9,1,0,1,0,1,5,0,1,0,1,0,1,1,1,0,1,28
39,172,113,65,43,235,24,55,122,2,23,55,24,77,10,75,26,55,82,8,21,75,1362
40,5,7,1,0,5,0,1,3,1,0,0,0,0,1,0,0,3,1,1,0,1,30
41,19,38,17,8,32,2,11,18,1,1,3,2,11,8,8,7,9,15,3,4,25,242
42,43,14,14,6,30,5,8,32,0,0,1,4,10,1,13,2,9,12,5,3,9,221
43,23,20,11,7,14,2,13,10,0,2,2,2,8,4,6,5,3,11,3,4,16,166
44,45,19,13,10,57,10,7,32,2,1,14,5,20,0,13,7,7,26,6,8,9,311
45,85,44,36,18,68,7,22,50,1,8,6,13,34,5,27,12,27,32,4,10,35,544
46,21,27,10,9,21,3,10,15,0,4,3,0,8,2,7,1,9,3,0,1,12,166
47,147,78,51,42,201,26,38,115,2,11,22,25,67,3,61,30,39,84,15,19,61,1137
48,59,33,18,11,69,7,18,18,2,11,25,6,20,2,17,4,10,21,2,3,26,382
49,0,5,3,1,3,0,1,2,0,0,1,0,0,0,1,0,2,2,0,1,5,27
50,218,146,75,52,285,38,62,191,5,15,22,44,122,18,103,49,75,119,21,26,97,1783
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,57,49,40,11,53,5,13,37,1,6,5,12,14,5,22,13,24,18,2,8,36,431
53,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8
54,4,1,0,0,9,0,0,2,0,1,15,1,1,0,1,0,1,2,0,0,3,41
55,8,8,4,5,4,0,1,1,0,0,0,0,0,1,2,0,2,1,0,1,7,45
56,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,1,9
57,18,14,6,3,12,2,5,7,0,1,1,0,4,2,3,0,5,6,1,2,7,99
58,67,81,32,11,49,3,23,50,0,6,2,9,27,12,25,16,20,21,1,5,41,501
59,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,8
60,56,24,21,9,40,9,15,38,2,8,26,5,15,4,11,8,13,24,7,3,19,357
61,16,3,1,2,9,2,2,7,0,1,1,1,2,1,6,0,3,4,1,0,5,67
62,65,58,20,19,81,13,29,56,1,9,12,9,32,10,30,9,22,35,1,5,25,541
63,21,2,3,6,31,6,4,3,0,1,5,0,4,1,6,0,2,6,3,1,6,111
64,13,8,4,3,12,2,3,8,0,1,1,3,0,0,5,0,4,3,1,3,5,79
65,24,7,3,6,35,6,5,9,0,1,7,2,3,0,7,1,6,7,1,5,8,143
66,15,2,4,2,23,2,3,8,2,0,2,1,5,0,4,1,6,12,2,0,3,97
67,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,4
68,1,4,4,2,3,1,2,10,1,2,2,2,4,0,5,5,1,2,0,2,7,60
69,52,11,14,9,77,15,8,18,1,1,14,2,23,0,17,6,10,20,4,3,14,319
70,142,44,42,25,152,26,25,95,2,4,17,13,57,3,46,18,34,77,19,22,51,914
71,15,9,1,2,19,8,0,10,0,2,4,0,4,0,6,2,4,5,0,2,3,96
72,13,13,6,4,18,3,2,5,1,0,1,0,5,0,2,1,2,3,0,5,9,93
73,28,21,14,6,30,2,8,22,0,3,10,5,10,12,11,1,9,17,1,2,12,224
74,12,11,6,5,26,4,3,15,0,2,1,2,5,1,6,0,8,4,0,1,8,120
75,5,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,12
76,26,6,6,3,28,4,6,20,1,0,6,2,14,2,13,2,11,15,2,1,10,178
77,7,2,2,1,4,1,1,1,0,0,0,0,2,0,2,1,5,0,1,1,3,34
78,14,3,1,3,5,1,1,5,0,1,0,1,0,0,2,1,6,1,0,1,4,50
79,16,13,2,6,15,3,4,10,0,2,1,1,5,2,7,2,11,5,1,2,6,114
80,9,8,3,1,5,0,2,7,0,0,0,1,3,1,1,2,2,2,0,0,5,52
81,30,13,4,4,25,2,6,16,0,3,1,6,4,1,8,5,6,8,2,3,19,166
82,11,18,10,3,4,0,4,6,0,0,0,2,2,3,5,3,3,3,0,1,11,89
83,4,5,2,2,5,0,0,6,0,0,0,0,2,1,0,0,3,1,1,0,1,33
84,2,8,2,0,1,0,0,2,0,0,1,0,0,1,1,0,1,0,0,0,2,21
85,23,31,22,6,14,1,7,19,0,3,2,3,14,4,8,6,4,5,3,4,15,194
86,28,17,7,5,37,3,13,33,3,3,5,5,9,4,12,7,12,17,2,3,11,236
87,16,6,1,0,9,1,4,6,1,4,8,0,0,1,5,0,1,4,1,3,5,76
88,33,11,13,5,39,4,5,11,0,2,8,4,13,0,13,2,6,6,3,5,9,192
89,31,9,14,9,39,8,7,21,1,3,5,6,11,1,13,3,9,16,2,5,16,229
90,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,13,10,6,1,9,1,2,10,0,2,0,2,2,0,6,1,8,4,1,3,7,88
93,15,4,5,3,16,5,0,4,0,2,0,2,7,0,3,0,6,6,3,2,6,89
94,22,17,9,8,32,8,10,18,1,1,1,2,5,0,12,2,7,6,1,3,17,182
95,81,37,26,18,89,16,20,74,1,5,14,13,40,4,40,12,35,69,7,9,28,638
96,3,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3,13
97,3,3,3,1,13,1,2,3,0,0,2,1,0,0,1,2,2,3,0,0,4,44
98,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6
99,11,5,2,2,4,0,4,5,0,1,0,0,1,1,2,0,1,3,2,1,5,50
100,18,12,7,9,13,1,4,17,0,0,0,3,5,1,8,4,9,5,1,1,10,128
101,45,17,22,7,51,6,4,12,0,1,4,4,13,1,9,7,9,10,1,6,24,253
102,7,1,3,2,12,2,0,4,0,0,6,1,0,1,4,0,3,4,3,0,7,60
103,7,2,2,1,4,0,0,4,1,0,0,1,0,1,2,0,3,1,1,1,2,33
104,77,48,26,20,138,22,30,58,1,9,41,12,36,0,30,9,24,41,12,12,36,682
105,46,53,21,16,34,6,27,51,1,9,0,5,17,7,27,8,18,17,2,6,16,387
106,1,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,12
107,34,20,19,6,37,7,9,20,2,4,18,2,8,2,9,2,9,19,3,5,21,256
108,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,271,192,96,64,376,50,97,281,5,20,59,46,170,45,120,61,100,213,31,30,116,2443
111,149,111,75,41,156,23,42,138,1,9,14,30,76,22,65,32,52,79,16,21,88,1240
112,76,39,30,17,110,18,20,42,3,1,14,7,39,3,27,13,19,43,8,13,28,570
113,8,6,1,2,11,0,3,5,0,0,2,1,1,1,1,0,1,3,1,0,6,53
114,2,1,1,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,5,8,4,0,4,0,0,2,0,0,0,1,2,2,0,0,3,2,1,1,6,41
117,11,2,5,3,15,4,0,7,0,0,1,1,4,0,7,2,4,1,1,2,9,79
118,9,8,1,6,13,2,3,6,1,2,0,0,2,0,3,0,4,2,1,2,3,68
119,2,0,1,0,3,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,13
120,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
121,7,3,8,0,2,1,0,7,0,1,0,0,0,1,1,1,0,1,0,0,4,37
122,31,8,12,9,39,9,7,24,0,2,1,3,3,0,7,0,6,12,3,3,15,194
123,22,16,8,4,21,1,5,8,0,0,0,1,1,0,5,5,3,4,0,2,9,115
124,3,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,2,1,0,0,1,14
125,46,34,31,9,39,5,9,22,1,2,5,8,14,0,13,10,15,17,0,6,32,318
126,9,2,3,4,23,2,3,7,0,0,10,4,5,0,3,2,2,8,1,4,7,99
127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
128,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,12
129,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,13
130,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
131,2,0,1,0,3,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,2,16
132,12,7,2,5,12,0,5,12,0,0,0,0,3,1,4,0,7,9,2,3,7,91
133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
135,22,7,2,3,23,5,4,19,0,3,7,2,5,0,4,1,8,7,3,2,6,133
136,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8
137,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,13
138,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,20,17,8,6,16,3,4,17,0,5,0,1,5,2,8,2,8,6,0,0,11,139
141,93,55,46,26,82,19,30,65,2,16,19,10,22,8,37,14,34,47,8,14,35,682
142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,63,43,27,13,43,6,19,45,1,4,4,11,25,8,33,10,23,16,1,7,31,433
145,65,11,24,15,74,13,7,30,0,2,11,3,17,1,23,6,7,26,5,8,14,362
146,1,2,0,0,1,0,1,1,0,0,5,1,0,0,1,0,3,0,0,1,1,18
147,24,9,11,7,34,2,6,20,0,0,1,1,7,2,12,5,6,10,3,3,18,181
148,4,1,0,3,3,1,1,1,0,0,0,0,0,1,2,0,0,1,1,1,3,23
149,7,1,5,1,4,0,0,4,0,0,1,0,3,1,6,1,2,0,2,1,8,47
150,144,121,55,39,172,18,58,136,1,16,37,29,74,21,63,26,52,100,12,14,63,1251
151,82,58,31,13,60,13,24,57,2,8,4,8,31,5,30,14,28,41,5,4,36,554
152,14,4,6,2,8,3,0,4,0,0,1,1,1,0,3,1,4,4,4,1,8,69
153,102,55,35,17,138,20,24,69,2,8,31,11,45,4,45,13,30,67,11,14,36,777
154,28,17,12,6,14,1,12,21,1,0,1,2,7,5,7,5,7,4,1,4,13,168
155,11,10,5,3,6,3,4,6,0,0,0,3,2,1,6,3,3,5,3,4,9,87
156,11,4,7,2,8,1,2,7,1,0,0,1,1,0,3,4,3,2,0,1,8,66
157,21,11,9,6,35,6,3,14,0,1,7,5,12,3,13,2,5,14,3,5,12,187
158,38,13,13,7,48,7,8,18,2,5,22,5,15,1,9,3,6,19,3,4,13,259
159,20,8,5,4,13,4,2,8,0,0,0,2,4,0,11,2,5,12,1,2,13,116
160,80,42,24,9,89,16,12,50,1,3,25,9,40,4,31,11,25,50,6,11,27,565
161,97,67,28,18,119,16,28,92,2,5,12,20,38,9,48,21,35,63,5,4,33,760
162,60,45,38,20,56,6,18,42,1,2,3,12,31,7,19,8,27,27,6,9,54,491
163,77,29,29,16,104,16,21,58,2,2,5,7,30,0,25,10,22,46,7,9,25,540
164,53,47,25,20,37,6,16,33,2,4,3,9,11,10,25,11,20,19,1,2,25,379
165,106,49,35,27,128,23,23,106,4,3,21,11,49,6,53,17,40,70,8,13,33,825
166,8,1,2,3,14,1,1,2,0,0,1,1,2,0,2,3,2,4,0,6,8,61
167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5
168,49,33,13,9,54,7,17,32,2,6,8,5,18,3,19,7,18,30,7,4,21,362
169,15,9,4,3,18,1,4,9,1,3,10,2,5,1,7,0,4,7,1,2,7,113
170,45,9,13,7,74,6,5,28,1,2,10,1,19,0,18,7,20,35,2,5,14,321
171,12,11,9,2,15,0,2,10,0,1,2,0,5,0,3,3,2,5,1,2,8,93
172,64,32,16,10,62,14,10,39,2,2,12,9,46,2,18,15,20,50,5,8,22,458
173,78,28,22,12,70,20,11,59,3,2,16,13,44,1,28,18,29,66,8,9,27,564
174,13,5,2,2,18,2,0,3,0,0,4,4,3,0,5,1,5,7,1,2,4,81
175,34,14,10,8,52,5,5,19,0,0,2,2,8,0,12,4,8,14,4,4,15,220
176,33,12,22,9,27,3,5,11,0,1,1,2,10,1,10,8,12,5,1,3,29,205
177,23,7,7,4,28,5,1,12,1,0,2,2,5,0,3,3,7,8,5,5,11,139
178,4,1,2,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,19
179,7,5,1,3,10,0,1,2,0,2,0,1,0,0,3,0,1,0,0,2,10,48
180,61,29,21,13,102,13,8,28,0,2,14,3,30,0,20,13,12,32,7,10,33,451
181,13,4,6,0,13,2,4,6,0,1,16,2,3,0,1,1,2,9,2,3,5,93
182,8,9,1,3,10,0,0,7,0,2,0,0,0,0,2,0,2,1,0,0,4,49
183,4,1,5,3,3,0,1,2,0,0,0,0,0,0,2,2,1,0,0,2,3,29
184,5,1,2,0,3,1,0,1,0,0,0,0,2,0,1,1,1,1,0,2,5,26
185,71,40,22,15,81,14,12,52,2,4,19,4,53,6,29,14,26,58,6,8,33,569
186,25,19,4,9,43,2,10,14,1,5,10,4,12,2,10,3,7,11,2,6,12,211
187,20,10,10,8,11,4,3,4,0,1,4,1,2,0,7,2,4,4,0,1,9,105
188,28,15,13,3,33,3,5,13,0,2,2,2,12,1,9,2,9,11,9,3,15,190
189,4,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,15
190,19,4,12,6,9,5,3,10,0,0,1,1,4,0,3,2,4,3,2,3,9,100
191,12,6,1,2,12,2,4,8,0,2,0,1,0,0,5,1,2,4,0,4,9,75
192,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
193,27,20,17,8,31,7,7,23,0,0,0,6,9,1,13,2,9,15,3,3,16,217
194,24,32,13,6,23,2,9,22,0,4,4,3,7,4,15,4,8,12,2,6,13,213
195,22,21,8,11,22,4,7,12,1,3,1,0,4,5,13,1,9,6,1,5,8,164
196,71,33,24,15,82,13,17,56,3,2,11,6,41,3,30,11,30,59,10,9,24,550
197,5,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,2,17
198,84,46,26,12,83,16,21,51,4,2,8,10,50,4,29,15,25,61,7,11,40,605
199,17,16,16,5,10,0,5,8,1,1,0,3,4,6,3,2,3,3,0,4,10,117
200,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1,12
201,6,4,0,0,4,0,0,3,0,0,1,1,1,0,1,0,1,1,1,2,7,33
202,5,0,3,1,3,0,0,1,0,0,0,0,1,1,2,0,1,2,0,2,8,30
203,29,13,11,12,32,3,10,21,0,5,6,1,8,4,9,2,16,9,1,3,8,203
204,32,9,5,3,34,9,4,27,0,1,5,4,7,0,9,2,14,23,1,8,6,203
205,7,12,8,5,12,0,4,7,1,0,1,2,3,1,3,4,4,4,0,0,7,85
206,13,10,4,7,13,0,6,7,0,0,1,0,1,1,2,0,6,5,0,1,5,82
207,26,29,8,13,34,6,9,20,0,5,4,2,10,2,14,4,12,6,1,2,12,219
208,77,48,27,15,106,15,24,68,2,8,22,10,35,10,36,11,34,62,9,7,25,651
209,7,5,3,3,9,2,1,5,0,0,0,1,2,1,2,1,2,2,1,1,4,52
210,8,1,2,0,3,2,2,7,0,0,0,0,2,1,0,1,4,4,1,0,3,41
211,5,2,2,1,3,0,1,3,0,0,0,0,1,1,1,0,2,2,0,2,8,34
212,0,2,1,0,4,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,14
213,13,14,9,4,14,1,4,13,0,0,0,2,7,3,9,6,7,2,0,4,11,123
214,6,2,3,1,2,0,0,3,0,0,0,0,1,0,1,1,3,2,0,0,3,28
215,21,14,12,7,32,1,2,19,1,3,1,3,2,1,10,5,4,2,1,3,16,160
216,48,27,10,11,75,6,12,32,0,3,32,6,21,0,20,2,9,18,4,3,16,355
217,5,6,3,4,10,2,4,8,0,0,1,0,4,1,0,0,4,6,1,2,3,64
218,30,18,10,13,25,2,5,19,0,3,5,3,6,1,12,1,8,13,2,2,17,195
219,4,2,0,0,8,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,3,22
220,8,2,1,0,1,1,0,2,0,0,0,0,2,0,2,0,0,4,1,0,4,28
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,45,51,21,17,44,4,15,29,0,7,4,3,13,6,21,10,11,7,0,4,17,329
223,180,90,69,41,259,27,37,120,3,16,37,31,102,8,74,38,47,112,18,23,80,1412
224,47,43,21,15,57,7,26,34,1,10,2,5,20,6,18,6,14,15,4,5,30,386
225,29,21,10,9,39,4,11,34,1,2,0,10,10,0,19,4,11,16,4,3,17,254
226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,27,8,3,1,21,6,4,14,0,0,2,0,7,0,5,1,5,13,1,5,6,129
228,1,1,1,0,3,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,13
229,12,14,6,2,12,1,2,11,0,1,0,5,4,0,5,4,5,5,2,4,13,108
230,44,38,18,11,40,5,14,39,0,6,1,8,16,5,17,6,18,33,3,5,22,349
231,92,47,28,19,112,18,28,52,2,11,27,12,38,3,37,11,31,36,8,13,35,660
232,35,52,20,11,28,2,19,35,1,4,1,15,14,4,17,12,17,24,1,5,29,346
233,25,21,20,8,26,2,9,27,1,0,3,7,12,3,6,5,10,21,3,7,19,235
234,24,12,5,5,14,6,5,16,0,0,3,2,8,1,10,1,6,11,4,3,11,147
235,126,81,65,22,112,17,35,82,2,12,13,24,49,10,44,25,49,72,8,16,63,927
236,41,40,20,15,39,8,16,26,1,9,7,5,21,6,21,4,15,11,0,6,15,326
237,32,31,13,10,30,5,8,27,1,7,4,7,9,6,13,5,11,14,1,6,17,257
238,2,5,3,0,2,0,3,2,0,0,6,0,1,0,1,0,2,2,0,0,3,32
239,18,6,4,10,34,4,7,11,1,4,24,3,11,1,4,2,1,11,1,2,9,168
240,5,3,4,0,10,3,1,1,0,0,0,1,0,0,1,0,2,6,1,2,5,45
241,3,3,1,0,3,0,1,6,0,0,2,0,1,0,0,2,2,2,1,0,2,29
242,10,8,12,5,5,1,5,5,0,0,0,0,2,3,2,5,3,3,0,3,8,80
243,1,2,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,10
244,0,0,0,0,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,10
245,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,3,11
246,104,85,38,25,82,7,31,70,2,4,10,21,38,8,31,19,28,46,9,14,44,716
247,76,44,47,23,57,5,17,39,0,3,6,11,23,5,18,14,12,24,4,13,36,477
248,21,12,4,9,20,6,5,9,0,6,3,2,3,1,8,1,7,5,4,3,9,138
249,31,28,17,10,35,4,12,27,1,2,1,4,17,2,14,8,11,17,1,5,14,261
250,4,0,1,0,11,0,1,0,0,1,5,1,0,0,1,0,0,0,0,2,3,30
251,5,2,0,0,1,0,1,2,0,0,0,0,2,0,1,0,1,2,0,1,0,18
252,44,41,17,13,68,5,13,19,1,7,13,6,23,3,19,7,19,22,5,4,18,367
253,103,50,39,25,118,22,29,60,1,7,12,10,35,4,37,16,35,60,17,12,46,738
254,4,5,2,2,3,0,3,3,0,1,0,0,1,2,3,2,1,3,0,0,3,38
255,11,4,0,3,13,1,1,5,0,0,1,1,6,0,5,1,1,5,3,1,4,66
256,32,12,3,4,43,6,10,9,0,4,9,2,11,1,6,4,13,21,3,7,18,218
257,20,9,3,2,14,1,3,13,1,3,2,1,4,2,7,1,7,6,1,1,13,114
258,12,6,3,2,24,3,5,9,1,1,31,3,4,1,3,4,3,11,2,5,11,144
259,23,6,2,2,15,1,3,13,1,3,0,1,4,0,3,1,4,6,2,1,11,102
260,324,249,123,83,400,62,106,341,6,29,95,72,218,49,151,85,115,270,35,41,137,2991
261,28,40,20,14,49,4,13,23,0,7,10,3,9,6,12,4,8,13,1,4,17,285
262,22,12,9,9,18,1,10,8,1,9,14,1,8,0,6,4,6,14,1,2,17,172
263,5,7,5,1,0,0,1,3,0,0,0,1,1,1,0,0,3,0,0,0,0,28
264,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5
265,104,109,54,25,83,9,44,72,1,11,4,16,38,15,39,22,35,35,2,12,42,772
266,78,65,36,27,96,9,33,84,0,9,10,16,31,15,40,18,36,49,9,11,33,705
267,20,5,3,5,29,8,2,14,0,2,10,0,6,0,5,0,7,11,4,1,8,140
268,11,4,0,3,5,0,2,9,0,0,1,1,2,1,1,0,3,3,0,1,7,54
269,7,5,4,5,6,1,4,6,0,0,0,0,1,0,2,2,2,2,1,2,5,55
270,11,9,2,0,8,0,6,12,0,6,2,0,4,0,4,0,5,5,0,1,4,79
271,12,9,3,3,10,1,3,9,0,0,2,1,0,0,1,1,1,1,0,2,4,63
272,56,48,30,10,36,2,21,40,1,5,3,9,21,7,14,7,15,27,3,5,23,383
273,44,20,14,3,34,6,7,19,1,4,2,3,14,1,10,7,12,16,4,5,18,244
274,4,1,0,0,6,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,3,24
275,15,8,2,3,21,1,2,5,1,0,3,2,1,0,3,0,1,2,0,4,6,80
276,36,19,10,10,31,9,9,25,1,5,6,3,15,2,12,2,9,7,2,3,12,228
277,18,15,10,3,28,3,11,14,0,3,7,6,9,1,8,1,8,10,2,2,11,170
278,6,4,0,1,2,2,3,6,0,1,1,0,2,0,3,0,4,2,0,0,3,40
279,7,7,0,3,9,1,3,6,0,0,0,0,0,1,1,1,4,1,0,0,2,46
280,37,20,7,8,30,3,8,21,0,2,1,6,8,1,14,4,11,12,4,5,10,212
281,32,26,14,10,21,2,9,19,1,1,2,7,11,6,10,6,18,15,1,2,20,233
282,34,28,10,6,24,7,10,24,0,4,3,0,7,2,10,5,12,12,2,2,13,215
283,2,0,0,1,1,1,0,3,0,1,0,0,1,1,2,0,1,2,0,1,1,18
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
287,2,1,1,0,3,0,1,2,0,2,0,0,0,1,1,0,3,0,0,1,3,21
288,97,49,35,21,100,19,27,80,3,3,8,14,35,3,38,15,33,57,9,19,35,700
289,23,17,8,8,23,3,7,12,1,5,0,3,6,2,13,3,8,7,0,2,7,158
290,17,12,15,5,16,2,5,19,1,1,1,3,8,2,5,3,14,8,4,4,23,168
291,11,3,1,2,9,0,1,3,0,1,0,0,2,0,1,0,1,5,2,3,3,48
292,89,57,32,22,116,22,29,84,2,4,15,9,44,5,38,16,41,58,8,12,30,733
293,129,61,52,24,141,17,25,87,3,5,13,15,68,5,57,27,30,73,13,16,62,923
294,7,2,4,2,3,0,0,9,0,0,0,1,0,1,3,2,3,1,0,1,3,42
295,8,1,0,1,4,0,0,0,0,0,0,1,0,0,2,0,2,3,0,1,6,29
296,251,181,90,59,349,37,80,242,3,23,35,52,146,25,121,59,84,154,27,35,118,2171
297,3,0,2,1,8,2,0,4,0,0,2,0,0,0,0,0,2,1,0,0,3,28
298,3,1,2,0,4,0,2,1,0,0,0,2,0,0,1,2,1,1,0,1,2,23
299,19,12,10,4,20,2,2,19,0,0,1,2,3,4,6,7,3,10,1,4,14,143
300,100,80,37,23,94,10,28,74,1,9,15,20,31,5,32,12,27,49,5,8,45,705
301,7,7,3,2,3,1,1,7,0,1,0,0,0,0,1,1,3,1,0,0,5,43
302,12,13,8,6,9,0,4,10,0,1,0,1,5,1,4,2,0,1,2,1,6,86
303,72,24,18,12,60,9,11,49,1,1,8,7,16,2,23,8,22,31,7,6,31,418
