-0.02081,-0.31676,-0.34375,0.051468,0.32061,-0.22349,-0.045365,-0.2745,-0.30888,0.40452,0.67683,-0.26111,0.366,-0.38496,0.13722,0.24316,-0.35952,0.29399,-0.19992,-0.24343,-0.3187
0.29218,-0.2174,-0.057572,-0.074546,0.26985,-0.025934,0.10819,-0.15666,0.19605,0.005745,0.51326,-0.21501,-0.20097,-0.41476,-0.19045,0.18342,-0.15362,0.11933,0.35563,-0.043283,-0.39448
0.16245,-0.16061,-0.26885,0.34265,0.12551,-0.1889,0.19154,-0.22235,-0.076426,0.24903,0.25836,0.10672,-0.12625,0.33525,0.035436,-0.15666,0.12089,0.011585,0.13768,-0.11758,-0.3536
0.28076,0.3405,-0.21052,0.080587,0.27746,0.1716,0.1725,0.0067047,-0.17244,-0.29081,-0.22997,-0.35299,-0.071366,-0.066817,-0.20162,-0.22622,-0.087524,-0.17684,-0.18429,-0.09676,-0.11371
-0.08201,0.047731,-0.31154,0.31041,0.18189,0.23188,0.08831,0.18034,0.066955,0.36547,0.40266,-0.12239,-0.069754,-0.36902,0.30094,-0.34967,-0.052763,-0.40325,-0.089037,0.082851,-0.17681
-0.020119,-0.43631,-0.21459,-0.24152,0.35656,0.094154,-0.23534,0.1624,0.21621,-0.37133,-0.27334,0.1084,0.010586,-0.24686,0.4065,-0.03892,-0.099983,0.28103,-0.1133,0.28354,0.010705
0.011076,-0.05538,0.068906,0.30142,-0.14669,-0.22404,-0.18616,0.034845,-0.064827,0.67189,0.11522,-0.12735,-0.013035,0.24436,0.39459,-0.24612,-0.12648,-0.3891,-0.16788,0.12441,-0.24839
0.25097,-0.19231,-0.28241,-0.195,0.42142,-0.26719,-0.22728,-0.37,-0.11889,0.42174,0.71483,0.1381,-0.30606,0.021766,-0.27893,-0.27183,-0.023919,-0.12216,-0.21565,-0.23297,0.12479
0.44845,-0.22362,-0.35013,-0.27114,0.35969,0.13992,0.16275,-0.14894,0.28852,-0.24395,0.33334,-0.18912,-0.10129,-0.097952,-0.12636,-0.06757,0.045056,-0.050021,-0.24953,0.11013,-0.38119
-0.17333,-0.35375,-0.27727,-0.22623,0.48914,0.043036,-0.29469,0.10522,0.23599,-0.0075354,0.51016,-0.38594,0.0096975,-0.30516,0.27787,0.043553,0.0074801,0.39136,-0.14184,-0.25817,-0.41524
-0.076015,0.32484,-0.17108,0.32571,-0.18965,-0.29104,0.40692,0.32223,0.038603,0.43788,-0.29895,-0.079888,-0.17305,0.18564,0.26127,-0.18996,0.10402,-0.35895,-0.17795,-0.25135,-0.36658
0.22527,-0.2362,-0.10374,-0.21879,0.32418,0.28494,-0.19838,-0.33867,-0.16839,0.043085,0.52284,0.11098,-0.29316,0.1443,0.017108,-0.35864,0.22988,-0.24845,0.19032,0.33133,-0.14613
0.37789,-0.36104,-0.12143,-0.26586,0.21403,0.15128,-0.10291,-0.195,-0.13893,-0.036713,0.56486,0.2901,-0.083933,-0.25851,-0.28153,-0.20533,-0.078555,0.24372,-0.24692,-0.11057,-0.2019
-0.1787,0.39712,0.2079,-0.20449,-0.13261,0.10322,0.041233,-0.14794,-0.16546,-0.14827,-0.087708,0.23991,0.027563,-0.18929,-0.058328,-0.19846,0.25349,-0.27536,0.31687,-0.20541,0.076462
