0.030412,0.0054441,0.0076568,0.0078585,0.0068766,0.0090548,0.0082485,0.005682,0.0065315,0.0058638,0.0068638,0.0051615,0.0035886,0.0066058,0.0046536,0.0043265,0.0081101,0.0053024,0.012497,0.010615,0.011003
0.0054441,0.027569,0.0095847,0.0086308,0.0029511,0.0030824,0.0081489,0.0049407,0.0059562,0.0072034,0.0038134,0.0079755,0.0027213,0.012631,0.0035463,0.0057884,0.0070366,0.0023299,0.0045301,0.0060038,0.010289
0.0076568,0.0095847,0.032303,0.0099595,0.0046785,0.0057255,0.0091134,0.005476,0.0053964,0.0057064,0.0055076,0.0078404,0.0048314,0.010127,0.0051134,0.0076264,0.0077477,0.003248,0.0072198,0.0098957,0.015609
0.0078585,0.0086308,0.0099595,0.033876,0.005482,0.006654,0.0087445,0.0051908,0.0064226,0.0090797,0.0062116,0.0071855,0.0034046,0.011402,0.0050497,0.0052498,0.0077815,0.0031878,0.0085098,0.0095475,0.013399
0.0068766,0.0029511,0.0046785,0.005482,0.031014,0.0075144,0.004159,0.0029598,0.0055461,0.0060712,0.013627,0.0031467,0.0033687,0.0030782,0.0046072,0.0032981,0.0034807,0.0030704,0.006186,0.0081601,0.0081451
0.0090548,0.0030824,0.0057255,0.006654,0.0075144,0.032518,0.0055965,0.0059642,0.0097356,0.0060542,0.0080624,0.0059579,0.0040514,0.0061897,0.005006,0.003558,0.0072538,0.0067822,0.015177,0.010873,0.007121
0.0082485,0.0081489,0.0091134,0.0087445,0.004159,0.0055965,0.033504,0.0057549,0.0066183,0.0080264,0.0065571,0.008205,0.0035467,0.011925,0.0040965,0.004502,0.0089046,0.00485,0.0084364,0.007304,0.010347
0.005682,0.0049407,0.005476,0.0051908,0.0029598,0.0059642,0.0057549,0.022902,0.004591,0.0043852,0.0025965,0.0058079,0.0033269,0.0074981,0.0046797,0.0052656,0.0071676,0.0043285,0.0064174,0.0054927,0.0064631
0.0065315,0.0059562,0.0053964,0.0064226,0.0055461,0.0097356,0.0066183,0.004591,0.050338,0.0083042,0.0078494,0.0054969,0.0032706,0.0075942,0.0039091,0.0046941,0.0065715,0.0056398,0.0088468,0.0074598,0.0077881
0.0058638,0.0072034,0.0057064,0.0090797,0.0060712,0.0060542,0.0080264,0.0043852,0.0083042,0.036374,0.011998,0.0047884,0.0025534,0.0091952,0.0047202,0.0035597,0.0056298,0.0027029,0.0063783,0.0071622,0.0080883
0.0068638,0.0038134,0.0055076,0.0062116,0.013627,0.0080624,0.0065571,0.0025965,0.0078494,0.011998,0.045054,0.0043691,0.0040869,0.0047504,0.0039259,0.0027484,0.0048998,0.0040599,0.0075603,0.010846,0.0084818
0.0051615,0.0079755,0.0078404,0.0071855,0.0031467,0.0059579,0.008205,0.0058079,0.0054969,0.0047884,0.0043691,0.028953,0.0024953,0.012597,0.0039373,0.0050608,0.0076895,0.0030834,0.0076884,0.0060187,0.0096136
0.0035886,0.0027213,0.0048314,0.0034046,0.0033687,0.0040514,0.0035467,0.0033269,0.0032706,0.0025534,0.0040869,0.0024953,0.021402,0.0027484,0.0031962,0.0042869,0.0037301,0.0045431,0.0029134,0.0036804,0.0052118
0.0066058,0.012631,0.010127,0.011402,0.0030782,0.0061897,0.011925,0.0074981,0.0075942,0.0091952,0.0047504,0.012597,0.0027484,0.04697,0.0033723,0.0064226,0.010679,0.0031562,0.0095948,0.0083181,0.013652
0.0046536,0.0035463,0.0051134,0.0050497,0.0046072,0.005006,0.0040965,0.0046797,0.0039091,0.0047202,0.0039259,0.0039373,0.0031962,0.0033723,0.023025,0.0034189,0.0050766,0.0029442,0.0052597,0.0050977,0.0065247
0.0043265,0.0057884,0.0076264,0.0052498,0.0032981,0.003558,0.004502,0.0052656,0.0046941,0.0035597,0.0027484,0.0050608,0.0042869,0.0064226,0.0034189,0.027367,0.0063416,0.0035336,0.004672,0.0057754,0.0091821
0.0081101,0.0070366,0.0077477,0.0077815,0.0034807,0.0072538,0.0089046,0.0071676,0.0065715,0.0056298,0.0048998,0.0076895,0.0037301,0.010679,0.0050766,0.0063416,0.032068,0.0046741,0.010289,0.0075698,0.010901
0.0053024,0.0023299,0.003248,0.0031878,0.0030704,0.0067822,0.00485,0.0043285,0.0056398,0.0027029,0.0040599,0.0030834,0.0045431,0.0031562,0.0029442,0.0035336,0.0046741,0.022357,0.0064925,0.005397,0.0037934
0.012497,0.0045301,0.0072198,0.0085098,0.006186,0.015177,0.0084364,0.0064174,0.0088468,0.0063783,0.0075603,0.0076884,0.0029134,0.0095948,0.0052597,0.004672,0.010289,0.0064925,0.042577,0.013083,0.0091518
0.010615,0.0060038,0.0098957,0.0095475,0.0081601,0.010873,0.007304,0.0054927,0.0074598,0.0071622,0.010846,0.0060187,0.0036804,0.0083181,0.0050977,0.0057754,0.0075698,0.005397,0.013083,0.042218,0.013625
0.011003,0.010289,0.015609,0.013399,0.0081451,0.007121,0.010347,0.0064631,0.0077881,0.0080883,0.0084818,0.0096136,0.0052118,0.013652,0.0065247,0.0091821,0.010901,0.0037934,0.0091518,0.013625,0.041718
